,plate,well,fov,model,umap1,umap2
4078,BR00117013,r07c18,09,real,-1.5859185,4.292761
4079,BR00117013,r07c18,09,real,-1.424092,4.002904
4080,BR00117012,r06c09,06,real,-2.571486,5.961736
4081,BR00117024,r08c10,09,real,-1.2534201,2.7792635
4082,BR00117013,r11c05,05,real,-1.0554336,2.1302092
4083,BR00117013,r11c05,05,real,-2.318618,4.460065
4084,BR00117013,r11c05,05,real,-1.8703287,2.2337036
4085,BR00116995,r16c05,04,real,-1.8520197,4.3064384
4086,BR00116995,r16c05,04,real,-3.0842543,5.8699937
4087,BR00117013,r06c06,04,real,-0.22773832,3.3783057
4088,BR00117013,r01c09,01,real,-3.1432104,5.91188
4089,BR00117010,r01c17,07,real,-0.17382264,4.013347
4090,BR00117010,r01c17,07,real,-1.9115925,4.281058
4091,BR00117012,r08c13,07,real,-1.261389,2.1165676
4092,BR00117012,r08c13,07,real,-0.9700414,4.0186725
4093,BR00117011,r03c21,09,real,-2.389704,6.5596957
4094,BR00117011,r03c21,09,real,-1.1165965,6.2387867
4095,BR00117026,r14c17,07,real,-2.4754648,2.5371509
4096,BR00117024,r13c01,07,real,-2.0207496,4.7731237
4097,BR00117026,r12c15,07,real,-2.930068,4.457425
4098,BR00117026,r12c15,07,real,-1.3804626,6.346125
4099,BR00117026,r12c15,07,real,-1.1616455,2.7150748
4100,BR00117024,r03c12,03,real,-2.9967601,5.2097487
4101,BR00117024,r03c12,03,real,-3.2726402,5.935633
4102,BR00117024,r03c12,03,real,-2.2508497,4.745489
4103,BR00117011,r09c10,06,real,-3.0531404,5.620107
4104,BR00117011,r09c10,06,real,-1.9001408,5.6526527
4105,BR00116995,r05c24,08,real,-1.5752207,5.336457
4106,BR00117013,r06c03,06,real,-2.3652236,3.4123921
4107,BR00117013,r06c03,06,real,-1.5744063,6.389224
4108,BR00117013,r06c03,06,real,-3.109311,6.3223257
4109,BR00117011,r16c10,07,real,-1.9805045,3.616091
4110,BR00117011,r16c10,07,real,-1.5415434,1.4906994
4111,BR00117011,r16c10,07,real,-2.9341462,5.6740165
4112,BR00117010,r12c15,01,real,-1.9460896,4.465265
4113,BR00117010,r12c15,01,real,-2.396983,4.442152
4114,BR00117010,r12c15,01,real,-1.5653023,3.552912
4115,BR00117024,r12c15,01,real,-1.3320469,6.009327
4116,BR00117024,r12c15,01,real,-1.8885189,3.2391026
4117,BR00117011,r14c22,06,real,-1.2258958,2.6835911
4118,BR00116995,r14c17,04,real,-1.4467843,5.6088705
4119,BR00117024,r13c22,02,real,-1.8586694,5.934159
4120,BR00117024,r13c22,02,real,-2.8959732,3.2800353
4121,BR00117026,r08c17,03,real,-1.2768978,0.92311454
4122,BR00117024,r07c10,03,real,-2.307742,5.5046105
4123,BR00117024,r07c10,03,real,-3.1489434,6.2601037
4124,BR00117024,r07c10,03,real,-2.6416306,4.3692536
4125,BR00117024,r12c02,01,real,-2.0462966,2.962708
4126,BR00117013,r12c05,06,real,-1.1563728,6.1667686
4127,BR00117026,r09c02,04,real,-2.991064,5.8495564
4128,BR00117011,r07c10,02,real,-1.1826744,3.8892474
4129,BR00117011,r07c10,02,real,-2.6267602,3.517203
4130,BR00116995,r03c15,03,real,-0.90121496,4.2453227
4131,BR00116995,r03c15,03,real,-2.0056784,4.6511593
4132,BR00116995,r03c15,03,real,-1.3336532,4.51782
4133,BR00117013,r11c05,08,real,-2.1679473,2.6552227
4134,BR00117013,r11c05,08,real,-1.9914112,2.7576876
4135,BR00117012,r03c21,05,real,-0.3577434,4.8010592
4136,BR00117025,r02c14,05,real,-1.9771991,5.1193323
4137,BR00117025,r02c14,05,real,-1.9806619,3.6021733
4138,BR00116995,r12c15,03,real,-2.959232,4.702102
4139,BR00116995,r12c15,03,real,-2.973861,4.7916365
4140,BR00117012,r06c03,06,real,-1.3746022,2.190086
4141,BR00117012,r06c03,06,real,-2.3952372,3.814568
4142,BR00117025,r10c19,02,real,-1.8552917,3.2003293
4143,BR00117025,r10c19,02,real,-2.7571871,3.6492891
4144,BR00117010,r12c02,06,real,-1.2000363,2.1615918
4145,BR00117010,r12c02,06,real,-1.5668039,1.5941118
4146,BR00117010,r12c02,06,real,-1.5437828,1.660598
4147,BR00117026,r01c17,06,real,-2.7160523,6.0939307
4148,BR00117013,r09c21,06,real,-0.56890523,3.3247778
4149,BR00117013,r09c21,06,real,-2.447425,5.634511
4150,BR00117024,r15c07,06,real,-1.8966182,5.547277
4151,BR00117013,r05c17,07,real,-1.8693767,5.137765
4152,BR00117013,r05c17,07,real,-2.2472806,5.1898675
4153,BR00117025,r07c09,01,real,-1.9387009,4.6002455
4154,BR00117012,r03c18,06,real,-1.4923457,5.9490314
4155,BR00117025,r05c17,05,real,-1.826285,3.7284713
4156,BR00117025,r05c17,05,real,-1.5457727,3.6090314
4157,BR00117025,r05c17,05,real,-2.9731333,4.211823
4158,BR00117025,r05c17,05,real,-1.6787478,5.7071166
4159,BR00117011,r06c03,09,real,-2.2005234,5.2661867
4160,BR00117026,r09c02,05,real,-1.6634839,4.1517878
4161,BR00117026,r09c02,05,real,-2.441415,2.9829853
4162,BR00117026,r09c02,05,real,-2.0865912,2.3140519
4163,BR00117026,r03c03,05,real,-1.406338,5.5800667
4164,BR00116995,r06c09,06,real,-2.5363073,2.525306
4165,BR00116995,r06c09,06,real,-1.0300683,3.3953698
4166,BR00116995,r06c09,06,real,-3.1483731,6.3003187
4167,BR00117012,r09c22,06,real,-0.08193334,5.426624
4168,BR00117012,r09c22,06,real,-0.40001518,3.3562577
4169,BR00117024,r13c17,04,real,-2.108236,2.948581
4170,BR00117024,r13c17,04,real,-2.1157067,2.363433
4171,BR00117024,r13c17,04,real,-2.6140327,4.096982
4172,BR00117024,r13c17,04,real,-2.7195718,5.0495496
4173,BR00117012,r03c03,05,real,0.4430572,4.72795
4174,BR00117025,r10c23,09,real,-2.4244664,6.4324155
4175,BR00117010,r05c17,07,real,-0.65616065,5.942953
4176,BR00117013,r10c23,08,real,-1.4928666,6.12706
4177,BR00117013,r10c23,08,real,-2.8069859,4.74118
4178,BR00117013,r10c23,08,real,-2.1092377,5.544422
4179,BR00117024,r04c14,03,real,-2.2720985,5.5995107
4180,BR00117024,r04c14,03,real,-3.1176329,4.4771757
4181,BR00117012,r07c13,09,real,-0.7894035,4.605366
4182,BR00117012,r07c13,09,real,0.03664187,5.396709
4183,BR00117012,r07c13,09,real,-0.27190194,5.3705044
4184,BR00117024,r09c02,03,real,-3.1718404,6.196238
4185,BR00117024,r03c06,08,real,-2.9117858,5.010662
4186,BR00117024,r01c02,03,real,-2.4065695,4.167441
4187,BR00116995,r03c18,02,real,-2.8162053,4.804241
4188,BR00116995,r03c18,02,real,-2.7247274,3.9312413
4189,BR00117010,r05c14,03,real,-1.4190305,3.9583979
4190,BR00117010,r05c14,03,real,-2.3447528,4.492858
4191,BR00117025,r14c07,05,real,-1.9071352,2.2615943
4192,BR00117010,r13c22,06,real,-1.4286296,5.9390926
4193,BR00117010,r13c22,06,real,-1.9446301,6.3580127
4194,BR00117025,r13c22,08,real,-1.0824715,6.107973
4195,BR00117013,r05c07,09,real,-1.0114373,4.3699403
4196,BR00117011,r08c17,02,real,-2.4563699,4.020589
4197,BR00117011,r08c17,02,real,-1.8413227,5.576621
4198,BR00117026,r14c08,05,real,-2.2644625,2.838355
4199,BR00117026,r14c08,05,real,-2.9670947,3.6051114
4200,BR00117026,r14c08,05,real,-3.1782694,6.1553073
4201,BR00117026,r14c08,05,real,-2.8388133,6.6584315
4202,BR00117012,r02c14,02,real,-1.1199144,5.843277
4203,BR00116995,r10c23,07,real,-1.6460536,2.1578124
4204,BR00116995,r10c23,07,real,-2.1191375,3.6644564
4205,BR00116995,r10c23,07,real,-1.7203511,4.1583242
4206,BR00117012,r13c04,06,real,0.47166404,4.7121315
4207,BR00117026,r07c10,07,real,-2.2166054,2.0895164
4208,BR00117013,r13c01,01,real,-2.017183,6.0976396
4209,BR00117013,r13c01,01,real,-2.1961517,5.876898
4210,BR00117026,r03c15,02,real,-1.3393743,1.0378833
4211,BR00117010,r11c06,05,real,-1.4742345,4.1128316
4212,BR00117010,r11c06,05,real,-1.5666114,4.948628
4213,BR00117011,r06c09,02,real,-1.7021006,3.5859504
4214,BR00117011,r06c09,02,real,-2.800563,4.7747307
4215,BR00117011,r06c09,02,real,-2.7547936,6.651793
4216,BR00117011,r06c09,02,real,-3.0236816,5.5909104
4217,BR00117026,r12c02,06,real,-2.1406,5.517318
4218,BR00117026,r12c02,06,real,-1.3853805,3.7251308
4219,BR00117012,r08c13,08,real,-1.0889727,5.9289923
4220,BR00117025,r03c21,01,real,-2.3938105,4.92424
4221,BR00117025,r03c21,01,real,-2.2081087,3.3877344
4222,BR00117011,r13c04,09,real,-2.7144494,4.0780444
4223,BR00117011,r13c04,09,real,-1.3969437,1.4441718
4224,BR00117011,r13c04,09,real,-2.3311365,3.0784056
4225,BR00117012,r03c15,03,real,-0.43666714,3.9800456
4226,BR00117012,r03c15,03,real,-0.2053285,3.6289976
4227,BR00117012,r03c15,03,real,0.08876688,5.247295
4228,BR00117012,r12c02,06,real,-3.063391,5.393217
4229,BR00117026,r06c09,05,real,-2.371488,5.8501925
4230,BR00117026,r06c09,05,real,-2.4231775,3.8081002
4231,BR00117026,r06c09,05,real,-3.0791428,4.131602
4232,BR00117025,r10c23,07,real,-1.2577326,6.232943
4233,BR00117025,r10c23,07,real,-2.868528,4.6457253
4234,BR00117026,r07c18,07,real,-0.8249742,3.160803
4235,BR00117026,r07c18,07,real,-1.0433565,4.277516
4236,BR00117011,r08c13,05,real,-2.9041095,4.6224375
4237,BR00117011,r08c13,05,real,-2.8266408,3.6178038
4238,BR00117011,r08c13,05,real,-2.7185621,4.344287
4239,BR00117024,r10c23,03,real,-3.161108,5.2088504
4240,BR00117024,r10c23,03,real,-1.9881203,6.5336967
4241,BR00117024,r03c06,05,real,-3.2067041,6.3231463
4242,BR00117026,r15c07,05,real,-1.9365536,6.557544
4243,BR00117013,r09c02,02,real,-1.995619,5.5620923
4244,BR00117013,r03c15,02,real,-1.0232996,5.3286657
4245,BR00117024,r12c18,05,real,-2.2310338,6.6763253
4246,BR00117012,r14c17,01,real,-2.4057832,4.287408
4247,BR00117011,r03c12,03,real,-2.0298991,2.1445189
4248,BR00117011,r03c12,03,real,-1.9264365,3.4772415
4249,BR00117011,r03c12,03,real,-1.8672009,4.2805614
4250,BR00117013,r05c24,01,real,-0.8200812,4.961399
4251,BR00117026,r05c14,07,real,-0.864121,5.071261
4252,BR00117026,r05c14,07,real,-1.0886446,4.227237
4253,BR00117013,r03c21,04,real,-1.299004,5.87262
4254,BR00117026,r06c03,06,real,-2.788094,5.0600133
4255,BR00117026,r06c03,06,real,-1.3913876,4.8437624
4256,BR00117011,r11c19,08,real,-2.928536,4.520346
4257,BR00117010,r05c14,04,real,-1.5333511,5.8595986
4258,BR00117010,r05c14,04,real,-1.7786212,4.2431183
4259,BR00117010,r11c16,08,real,-0.52398133,5.8583307
4260,BR00117010,r11c16,08,real,-2.1613178,5.6325264
4261,BR00117026,r03c15,01,real,-1.3131244,4.8720245
4262,BR00117026,r03c15,01,real,-2.3872714,3.453618
4263,BR00117013,r07c04,01,real,-0.56547475,4.1846633
4264,BR00117013,r07c04,01,real,-2.704496,5.388931
4265,BR00117013,r07c04,01,real,-2.6322017,3.0151877
4266,BR00117011,r05c24,03,real,-3.1311424,5.4990263
4267,BR00117010,r05c14,08,real,-1.5754193,2.8693914
4268,BR00117010,r05c14,08,real,-1.5057216,2.200872
4269,BR00117010,r05c14,08,real,-1.8598732,2.5746028
4270,BR00117010,r05c14,08,real,-1.1464437,3.999946
4271,BR00117010,r04c14,01,real,-2.7283626,5.1080256
4272,BR00117010,r04c14,01,real,-1.6383773,6.07417
4273,BR00117010,r04c14,01,real,-2.1450303,3.2838817
4274,BR00117011,r08c04,01,real,-2.5007741,6.7201233
4275,BR00116995,r01c17,06,real,-2.835562,5.1759896
4276,BR00116995,r01c17,06,real,-2.9554954,3.6759603
4277,BR00116995,r01c17,06,real,-2.5955434,3.5578554
4278,BR00116995,r01c17,06,real,-2.8458617,6.620308
4279,BR00117012,r13c01,04,real,0.3562558,4.876841
4280,BR00117012,r13c01,04,real,0.24566275,4.8918147
4281,BR00117024,r15c18,08,real,-1.2096189,5.273147
4282,BR00117024,r11c16,08,real,-2.0971296,6.677115
4283,BR00117010,r07c04,05,real,-1.8202684,3.5075243
4284,BR00117010,r07c04,05,real,-1.9682721,4.432475
4285,BR00117012,r03c06,05,real,0.5492613,4.6018705
4286,BR00117012,r03c06,05,real,0.15737672,5.1619973
4287,BR00117012,r03c06,05,real,0.38235176,4.7691917
4288,BR00117013,r06c01,09,real,-2.2914548,2.4484253
4289,BR00117013,r06c01,09,real,-1.858164,4.3657804
4290,BR00117026,r06c03,04,real,-3.0813367,4.667563
4291,BR00117010,r12c02,05,real,-2.066897,4.5624294
4292,BR00117010,r12c02,05,real,-2.1642096,5.610695
4293,BR00117026,r12c05,05,real,-2.6750062,3.101298
4294,BR00117026,r12c05,05,real,-1.9779605,3.0722106
4295,BR00117010,r11c16,05,real,-2.7999089,6.54527
4296,BR00117026,r02c14,08,real,-2.3848543,4.1230726
4297,BR00117026,r02c14,08,real,-1.55097,4.097126
4298,BR00117013,r03c18,05,real,-2.3878057,2.9445689
4299,BR00117026,r05c07,07,real,-1.9178063,2.8857467
4300,BR00117026,r05c07,07,real,-2.299481,5.0233793
4301,BR00117010,r07c10,03,real,-0.6328691,5.0527163
4302,BR00117012,r10c19,09,real,-1.5725697,4.3821015
4303,BR00117012,r10c19,09,real,-1.0869251,4.1599374
4304,BR00117025,r09c10,04,real,-2.80022,6.6817446
4305,BR00117025,r09c10,04,real,-2.8746548,6.1132007
4306,BR00117010,r01c17,02,real,-2.3859642,2.7944894
4307,BR00117012,r04c14,01,real,-2.6559048,6.6716185
4308,BR00117013,r04c15,05,real,-2.2204285,2.2713172
4309,BR00116995,r13c23,05,real,-2.6700149,4.537271
4310,BR00117026,r07c04,07,real,-1.0434022,5.517894
4311,BR00117011,r06c09,03,real,-1.4263052,3.1354747
4312,BR00117011,r06c09,03,real,-2.2613358,3.3442135
4313,BR00117011,r06c09,03,real,-1.7212415,2.5801632
4314,BR00116995,r01c17,05,real,-0.8263611,3.259915
4315,BR00116995,r01c17,05,real,-2.600618,4.3107615
4316,BR00116995,r01c17,05,real,-3.1758182,4.617812
4317,BR00117025,r09c22,02,real,-3.1106308,5.927928
4318,BR00117012,r04c22,07,real,-0.02690834,3.831801
4319,BR00117025,r12c15,07,real,-1.3505504,2.9167264
4320,BR00117013,r09c09,09,real,-2.9087946,4.212303
4321,BR00117013,r09c09,09,real,-1.3347329,1.2898072
4322,BR00117013,r09c09,09,real,-1.4704201,4.3179274
4323,BR00117012,r06c06,03,real,-2.2132685,4.243188
4324,BR00117012,r06c06,03,real,-2.6818194,3.797135
4325,BR00117012,r06c06,03,real,-2.6424828,3.2563715
4326,BR00117012,r06c06,03,real,-1.2389091,1.2194986
4327,BR00117012,r06c06,03,real,-1.9154867,3.6014042
4328,BR00117024,r12c06,07,real,-1.9387335,2.544624
4329,BR00117024,r12c06,07,real,-1.1732817,1.0385803
4330,BR00117024,r12c06,07,real,-2.308808,3.1443226
4331,BR00117024,r12c06,07,real,-2.3519294,2.565684
4332,BR00117026,r15c07,09,real,-1.5390145,1.424624
4333,BR00117026,r15c07,09,real,-1.4751472,6.1981645
4334,BR00117010,r05c07,04,real,-1.8385972,3.037216
4335,BR00117013,r07c18,06,real,-1.9864961,6.516312
4336,BR00117025,r06c01,03,real,-2.0147238,2.4569774
4337,BR00117025,r06c01,03,real,-3.2637045,5.373123
4338,BR00117025,r06c01,03,real,-3.0599391,6.420922
4339,BR00117024,r15c18,05,real,-2.2617912,5.626635
4340,BR00116995,r06c01,09,real,-2.9617057,5.6454835
4341,BR00117010,r10c23,06,real,-2.0255396,2.4843569
4342,BR00117012,r09c09,02,real,-0.68075365,3.8357573
4343,BR00117012,r09c09,02,real,-0.21474001,3.5382154
4344,BR00117012,r09c09,02,real,-1.5582589,3.0695612
4345,BR00117011,r07c04,02,real,-2.9471672,4.0583835
4346,BR00117011,r14c17,01,real,-0.90230906,4.9125648
4347,BR00117012,r07c13,01,real,-0.42358103,4.241978
4348,BR00117012,r07c13,01,real,-0.3451077,5.5899925
4349,BR00117012,r07c13,01,real,-0.15665272,5.514038
4350,BR00117025,r13c22,05,real,-3.3411574,6.071882
4351,BR00117025,r13c22,05,real,-2.3538888,4.416514
4352,BR00117025,r13c22,05,real,-2.7301254,3.860888
4353,BR00117024,r05c24,04,real,-2.676541,2.9638448
4354,BR00117024,r01c17,05,real,-3.3354282,5.15141
4355,BR00117025,r11c19,07,real,-2.8658035,3.2498214
4356,BR00117025,r05c07,08,real,-2.3121474,3.4357846
4357,BR00117026,r11c13,08,real,-1.0917798,2.5557916
4358,BR00117011,r12c02,05,real,-2.3300478,5.5215235
4359,BR00117011,r09c09,01,real,-1.6639102,2.7960684
4360,BR00117011,r09c09,01,real,-2.2295048,3.14399
4361,BR00117011,r09c09,01,real,-2.9794264,5.753453
4362,BR00117026,r05c17,04,real,-2.8211184,4.477005
4363,BR00117026,r05c17,04,real,-3.298504,4.6506352
4364,BR00117026,r05c17,04,real,-3.1323934,3.5529926
4365,BR00117026,r05c17,04,real,-0.6915226,6.000119
4366,BR00117026,r07c13,09,real,-1.8225904,5.6811476
4367,BR00117026,r07c13,09,real,-1.3034226,4.810951
4368,BR00117024,r09c10,09,real,-1.6416453,1.822621
4369,BR00117011,r05c07,07,real,-0.8993797,6.0130625
4370,BR00117012,r07c18,04,real,-1.4470409,5.4971046
4371,BR00117012,r07c18,04,real,-1.3393551,2.9578755
4372,BR00117012,r07c18,04,real,-0.70587784,3.91071
4373,BR00117013,r12c05,01,real,-0.5044262,5.7019577
4374,BR00117011,r04c14,09,real,-2.9358714,4.9205604
4375,BR00116995,r12c05,06,real,-2.253284,3.5726001
4376,BR00116995,r12c05,06,real,-3.0154104,5.7687635
4377,BR00117011,r04c22,04,real,-2.7895417,5.183864
4378,BR00117012,r04c14,07,real,-0.56616914,5.2504773
4379,BR00117025,r11c06,09,real,-2.347089,3.0095632
4380,BR00117025,r11c06,09,real,-1.4301953,5.1351037
4381,BR00117010,r01c09,03,real,-0.88873655,5.9530673
4382,BR00117010,r01c09,03,real,-2.139506,2.677854
4383,BR00117010,r01c09,03,real,-1.9511342,5.040156
4384,BR00117013,r07c04,08,real,-0.97677535,4.870249
4385,BR00117013,r07c04,08,real,-2.3357813,4.3805943
4386,BR00116995,r13c23,03,real,-1.8900156,3.511738
4387,BR00117012,r14c22,07,real,-0.13218533,3.787477
4388,BR00117012,r14c22,07,real,-1.1810694,2.8544548
4389,BR00117025,r16c05,06,real,-2.5933528,6.0906057
4390,BR00117025,r16c05,06,real,-3.1986773,5.389931
4391,BR00116995,r06c01,02,real,-2.0935996,2.852097
4392,BR00117011,r08c10,03,real,-1.6130584,2.6012735
4393,BR00117011,r08c10,03,real,-2.450598,2.7803159
4394,BR00117011,r08c10,03,real,-1.5401788,4.0496087
4395,BR00117026,r11c13,05,real,-2.4361854,3.8301406
4396,BR00117026,r11c13,05,real,-2.7517216,5.0997853
4397,BR00117024,r13c17,02,real,-3.1622083,5.2853394
4398,BR00117024,r13c17,02,real,-3.1565466,5.8215523
4399,BR00117013,r01c09,04,real,-2.824421,4.065857
4400,BR00117012,r07c18,08,real,-0.49049014,3.2409806
4401,BR00117013,r10c19,04,real,-1.5433764,2.952535
4402,BR00117010,r06c01,02,real,-2.0204065,2.5747206
4403,BR00117024,r08c04,05,real,-2.7935226,3.0426507
4404,BR00117011,r12c18,05,real,-3.1080241,4.0340695
4405,BR00117011,r12c18,05,real,-2.8153818,5.6646447
4406,BR00117013,r16c05,09,real,-0.84849894,2.8061361
4407,BR00117013,r16c05,09,real,-1.2235003,1.0474334
4408,BR00117010,r12c18,02,real,-1.460659,3.3611689
4409,BR00117026,r08c04,08,real,-0.8090598,5.327541
4410,BR00117026,r13c04,05,real,-1.9058006,2.6890767
4411,BR00117026,r13c04,05,real,-2.4536624,3.8068614
4412,BR00117026,r13c04,05,real,-1.9731907,6.1964617
4413,BR00117011,r16c10,05,real,-2.8148904,2.9235668
4414,BR00117013,r12c02,09,real,-0.82119393,3.9995246
4415,BR00117013,r12c02,09,real,-0.8979486,4.1691375
4416,BR00117024,r10c14,05,real,-1.5806179,1.5937493
4417,BR00117024,r10c14,05,real,-2.966326,6.2238436
4418,BR00117024,r10c14,05,real,-2.2292805,2.2548692
4419,BR00117024,r06c09,05,real,-2.9587386,5.689137
4420,BR00117024,r06c09,05,real,-3.1712356,6.42182
4421,BR00117024,r06c09,05,real,-3.130705,5.3913984
4422,BR00117024,r06c09,05,real,-2.4535654,3.4919708
4423,BR00117024,r06c09,05,real,-2.855423,3.1393597
4424,BR00117026,r08c17,07,real,-2.0379477,4.541082
4425,BR00117026,r08c17,07,real,-2.4320688,2.5176415
4426,BR00117026,r08c17,07,real,-2.851505,5.2205715
4427,BR00117026,r16c05,09,real,-2.1713135,3.0610533
4428,BR00117026,r16c05,09,real,-1.2201637,1.1474866
4429,BR00117010,r07c04,06,real,-1.6274552,6.2405386
4430,BR00117010,r07c04,06,real,-2.4372745,5.9602995
4431,BR00117026,r12c05,07,real,-2.708139,4.0010514
4432,BR00116995,r05c14,02,real,-3.2141473,6.340564
4433,BR00117025,r08c13,03,real,-2.2051065,2.5789719
4434,BR00117025,r08c13,03,real,-2.285743,5.7087674
4435,BR00117012,r11c13,04,real,-0.9596478,6.0124984
4436,BR00117012,r11c13,04,real,-1.2254406,2.6221607
4437,BR00117012,r11c13,04,real,-0.7431158,4.5910263
4438,BR00117024,r13c17,03,real,-2.5110009,6.543107
4439,BR00117013,r14c07,09,real,-1.2390496,5.9345994
4440,BR00117013,r14c07,09,real,-1.1145324,5.7573695
4441,BR00117026,r08c13,07,real,-1.8481616,2.8432214
4442,BR00117012,r05c07,09,real,0.30630752,4.875299
4443,BR00117024,r09c10,01,real,-2.6013072,3.1725965
4444,BR00117024,r09c10,01,real,-1.746575,2.6943588
4445,BR00117024,r09c10,01,real,-2.7228897,6.049398
4446,BR00117026,r04c21,03,real,-2.1642985,2.1188288
4447,BR00117026,r04c21,03,real,-1.4552692,4.066581
4448,BR00117026,r04c21,03,real,-2.459405,6.292464
4449,BR00117024,r11c06,06,real,-3.061194,6.0621376
4450,BR00117024,r11c06,06,real,-2.3349044,2.3469186
4451,BR00117024,r11c06,06,real,-2.6914468,2.74021
4452,BR00117026,r12c06,04,real,-2.9958613,6.6637106
4453,BR00117012,r11c16,02,real,-1.4942164,5.612829
4454,BR00117012,r03c03,08,real,0.14869153,5.2869186
4455,BR00117012,r03c03,08,real,0.12623695,5.277604
4456,BR00117012,r03c03,08,real,0.41352493,4.7574773
4457,BR00117024,r11c13,08,real,-2.120187,3.6104462
4458,BR00117024,r11c13,08,real,-2.6746943,4.7630672
4459,BR00117024,r11c13,08,real,-2.4137378,3.5512402
4460,BR00116995,r07c18,08,real,-1.1570388,2.9274752
4461,BR00116995,r07c18,08,real,-1.1202767,3.0117354
4462,BR00117026,r10c23,09,real,-2.7792795,4.1696153
4463,BR00117010,r11c06,03,real,-1.199073,2.9103813
4464,BR00117024,r12c18,04,real,-1.9709477,2.995697
4465,BR00117024,r12c18,04,real,-1.7833793,3.7046058
4466,BR00117024,r12c18,04,real,-2.9144835,3.4128366
4467,BR00117010,r11c05,01,real,-0.5795192,4.147292
4468,BR00117010,r11c05,01,real,-1.6528171,5.2007017
4469,BR00117010,r11c05,01,real,-1.4851524,4.732948
4470,BR00117010,r11c05,01,real,-0.7222346,3.5486374
4471,BR00117010,r11c05,01,real,-2.6901877,2.9532814
4472,BR00117024,r14c08,02,real,-2.2942147,5.660198
4473,BR00117024,r14c08,02,real,-2.8406246,3.420909
4474,BR00117012,r10c14,01,real,-2.1804082,5.6238265
4475,BR00117024,r12c18,07,real,-2.7690341,4.35593
4476,BR00117011,r01c09,09,real,-1.3469322,5.2889757
4477,BR00117026,r12c06,02,real,-1.3990474,3.7117834
4478,BR00117026,r12c06,02,real,-2.3540828,4.339919
4479,BR00117013,r13c01,04,real,-2.1555974,4.95862
4480,BR00116995,r10c23,04,real,-2.4377265,5.0943003
4481,BR00116995,r10c23,04,real,-2.0295959,6.469805
4482,BR00117013,r16c10,02,real,-1.878286,4.871469
4483,BR00117026,r06c01,03,real,-1.8581328,5.0495315
4484,BR00117026,r06c01,03,real,-3.205479,6.242023
4485,BR00117012,r03c03,06,real,0.31506604,4.9409184
4486,BR00117013,r13c17,07,real,-1.1789179,5.994765
4487,BR00117013,r13c17,07,real,-1.2548794,2.2847142
4488,BR00116995,r10c14,06,real,-1.0273088,5.41839
4489,BR00116995,r10c14,06,real,-1.7591678,5.750954
4490,BR00116995,r10c14,06,real,-2.84589,3.2474284
4491,BR00116995,r10c14,06,real,-2.2533195,5.8951426
4492,BR00117012,r06c01,09,real,-1.1319208,1.1827437
4493,BR00117012,r06c01,09,real,-1.2069659,1.2737464
4494,BR00117025,r13c01,08,real,-2.341657,6.7786036
4495,BR00117025,r13c01,08,real,-1.8699899,6.3551373
4496,BR00117025,r13c01,08,real,-1.6448888,4.7164216
4497,BR00117011,r09c22,09,real,-1.8779732,5.7425103
4498,BR00117011,r09c22,09,real,-1.6204661,6.039904
4499,BR00117011,r09c22,09,real,-2.2804766,4.6978602
4500,BR00117010,r12c06,06,real,-2.3397057,5.0907197
4501,BR00117010,r12c06,06,real,-2.1877081,5.5117097
4502,BR00117011,r05c14,01,real,-2.5396826,2.3338132
4503,BR00117011,r05c14,09,real,-2.826671,4.6360364
4504,BR00117025,r13c23,02,real,-1.4091308,6.357646
4505,BR00117012,r08c10,09,real,-0.96114916,5.269332
4506,BR00117012,r08c10,09,real,-1.4782983,1.773505
4507,BR00117012,r08c10,09,real,-2.7743542,3.3113468
4508,BR00117012,r08c10,09,real,-2.291405,2.851789
4509,BR00117013,r14c22,06,real,-1.0496411,4.999577
4510,BR00117013,r14c22,06,real,-2.81158,4.1373563
4511,BR00117011,r07c10,01,real,-2.8332455,6.0554295
4512,BR00117025,r09c10,08,real,-3.1555626,5.2877393
4513,BR00117025,r13c01,06,real,-1.883798,6.257572
4514,BR00117026,r07c10,06,real,-3.445445,4.803849
4515,BR00117026,r07c10,06,real,-3.231496,5.2948003
4516,BR00117026,r07c10,06,real,-1.8087554,4.403826
4517,BR00117011,r13c01,05,real,-2.1420634,2.4324384
4518,BR00117025,r13c22,07,real,-3.01938,3.7333372
4519,BR00117011,r15c18,06,real,-2.3543518,3.1177475
4520,BR00117026,r07c09,01,real,-1.4581041,3.0714118
4521,BR00117026,r07c09,01,real,-3.0783627,4.424373
4522,BR00117026,r07c09,01,real,-3.461727,4.8553658
4523,BR00117026,r07c09,01,real,-2.693357,3.7448883
4524,BR00117011,r06c06,01,real,-1.9573661,2.4543064
4525,BR00117024,r12c05,02,real,-1.5820893,2.2322931
4526,BR00117012,r04c21,07,real,-0.8255376,4.589199
4527,BR00117012,r07c18,02,real,-0.41165325,4.6069803
4528,BR00117012,r07c18,02,real,-0.7875593,2.8428044
4529,BR00117010,r04c21,03,real,-2.412656,4.5425696
4530,BR00117010,r03c06,01,real,-1.2681662,5.5356107
4531,BR00117011,r06c01,01,real,-1.2469548,3.8300114
4532,BR00117011,r06c01,01,real,-2.5203583,6.591914
4533,BR00117011,r06c01,01,real,-2.80924,4.528023
4534,BR00117012,r16c05,04,real,-2.090523,2.4945788
4535,BR00117010,r03c18,04,real,-1.317869,1.6440808
4536,BR00117010,r16c05,01,real,-2.188952,2.4312456
